Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number,Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code,Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2025-12-23 16:56:39,40617.0,Bruce Wayne,5500000000000004,Home Depot,5541,13003,USD,UnionPay,07/32,760,400,TXN975424,0,3,Online,210.2.4.8,Chrome OS,testuser,In-store purchase
2025-01-14 10:34:07,26105.6,John Doe,4111111111111111,Best Buy,4111,80008,JPY,Visa Electron,12/25,994,200,TXN469491,1,17,ATM,1.2.4.8,Android,user123,Suspicious activity
2025-04-13 05:33:08,45900.72,John Doe,4111111111111111,Kroger,5813,90009,EUR,Amex,12/25,994,200,TXN877530,1,5,ATM,8.8.8.8,MacOS,user123,Routine transaction
2025-12-19 23:29:13,41989.12,Alice Johnson,378282246310005,Home Depot,4111,50005,USD,Diners Club,02/27,284,400,TXN938711,0,48,Mobile,1.1.1.1,Windows Phone,user789,Regular purchase
2025-05-02 00:33:48,19035.85,Peter Parker,378734493671000,Home Depot,7011,70007,JPY,Interac,09/34,929,202,TXN271446,1,11,EFT,8.8.4.4,Chrome OS,user5678,High-value transaction
2025-11-08 08:01:08,38345.39,Bob Brown,6011111111111117,Costco,5999,30003,JPY,Discover,03/28,442,200,TXN473861,1,14,POS,172.16.0.1,Chrome OS,user101,Suspicious activity
2025-01-08 09:07:54,48858.08,Natasha Romanoff,6011000990139424,Target,7011,10001,NZD,Amex,10/35,921,400,TXN417798,1,35,ATM,192.168.1.1,Fire OS,user9101,In-store purchase
2025-04-13 15:23:25,6800.19,Peter Parker,378734493671000,Merchant A,5542,80008,INR,Discover,09/34,929,202,TXN256777,0,4,EFT,8.8.4.4,iPad,user5678,In-store purchase
2025-06-18 03:52:59,32572.74,Stephen Strange,3566002020360505,Merchant D,5813,11001,JPY,Diners Club,11/36,280,400,TXN704664,0,26,POS,8.8.8.8,Fire OS,user1112,High-value transaction
2025-07-18 19:16:20,13471.07,Wanda Maximoff,3566002020360507,Merchant B,5549,13003,EUR,Visa,01/38,724,202,TXN480582,1,2,Online,192.168.1.1,Windows Phone,user1516,Routine transaction
2025-08-24 17:44:23,1706.37,John Doe,4111111111111111,Target,5977,60006,USD,Visa Electron,12/25,994,200,TXN903120,0,37,Mobile,1.2.4.8,Fire OS,user123,Regular purchase
2025-06-11 19:34:44,16303.54,Natasha Romanoff,6011000990139424,Merchant C,5549,90009,JPY,Diners Club,10/35,921,200,TXN478759,0,49,Online,192.168.1.1,Linux,user9101,Online shopping
2025-10-09 08:43:34,47107.0,Stephen Strange,3566002020360505,Merchant A,5704,60006,CHF,MasterCard,11/36,280,404,TXN111165,0,29,ATM,210.2.4.8,BlackBerry,user1112,Online shopping
2025-07-28 20:51:41,13923.63,Tony Stark,5555555555555555,Merchant D,5999,40004,AUD,Diners Club,08/33,988,404,TXN757097,0,14,POS,210.2.4.8,Linux,user1234,Online shopping
2025-06-27 06:59:47,1299.77,Natasha Romanoff,6011000990139424,Walmart,5814,80008,USD,Amex,10/35,921,400,TXN155061,0,31,Online,8.8.8.8,Windows Phone,user9101,Suspicious activity
2025-09-05 03:22:24,2475.82,Clark Kent,4222200027927082,CVS,5977,13003,EUR,JCB,06/31,927,404,TXN657268,0,34,Online,10.0.0.1,iPhone,guest,Regular purchase
2025-06-10 09:29:15,20772.39,Scott Lang,3566002020360508,Best Buy,5704,40004,USD,MasterCard,02/39,214,404,TXN337021,1,10,EFT,208.67.220.220,Chrome OS,user1718,International transaction
2025-09-07 16:54:57,36024.65,Jane Smith,5555555555554444,Merchant C,4111,50005,USD,JCB,01/26,289,400,TXN129296,0,43,EFT,10.0.0.1,MacOS,user456,Routine transaction
2025-12-05 12:23:31,22791.21,Natasha Romanoff,6011000990139424,Costco,5541,10001,NZD,Visa Electron,10/35,921,202,TXN442796,1,41,POS,208.67.220.220,BlackBerry,user9101,In-store purchase
2025-01-13 04:29:01,37128.7,Bruce Wayne,5500000000000004,Best Buy,4111,15005,NZD,Discover,07/32,760,200,TXN272955,1,50,EFT,172.16.0.1,Windows Phone,testuser,ATM withdrawal
2025-06-18 03:00:53,31627.58,Stephen Strange,3566002020360505,Amazon,5542,40004,CNY,Visa Electron,11/36,280,200,TXN221358,1,33,POS,8.8.4.4,MacOS,user1112,High-value transaction
2025-09-22 16:15:22,47522.54,Clark Kent,4222200027927082,Merchant A,5967,100010,CNY,Interac,06/31,927,404,TXN127611,1,29,POS,208.67.220.220,iPhone,guest,In-store purchase
2025-09-20 01:00:34,48916.56,Diana Prince,4012888888881881,Merchant D,5599,20002,NZD,Interac,05/30,585,202,TXN821449,1,39,EFT,172.16.0.1,Android,admin,Suspicious activity
2025-08-28 18:12:48,35879.83,Clark Kent,4222200027927082,Walgreens,5812,15005,CHF,Maestro,06/31,927,400,TXN833324,0,48,EFT,1.1.1.1,Linux,guest,Suspicious activity
2025-02-16 14:58:52,12823.47,Diana Prince,4012888888881881,Merchant E,7011,100010,CNY,Diners Club,05/30,585,200,TXN501160,0,48,POS,10.0.0.1,Fire OS,admin,International transaction
2025-08-14 19:34:05,31004.47,Alice Johnson,378282246310005,Lowes,5549,15005,AUD,Diners Club,02/27,284,200,TXN443402,1,48,ATM,208.67.220.220,MacOS,user789,In-store purchase
2025-06-06 10:30:18,33255.74,Bob Brown,6011111111111117,Lowes,5542,90009,GBP,Interac,03/28,442,400,TXN544752,0,32,Online,1.2.4.8,iPhone,user101,Subscription payment
2025-11-05 14:47:30,11687.79,Peter Parker,378734493671000,Merchant E,7011,100010,NZD,Visa,09/34,929,202,TXN106113,0,13,EFT,1.1.1.1,Chrome OS,user5678,Regular purchase
2025-05-30 10:56:39,7824.26,Natasha Romanoff,6011000990139424,CVS,5812,80008,GBP,JCB,10/35,921,400,TXN301261,1,7,ATM,8.8.8.8,Windows Phone,user9101,ATM withdrawal
2025-02-01 20:40:12,19269.25,Charlie Davis,371449635398431,Walgreens,5967,80008,AUD,UnionPay,04/29,414,404,TXN421804,1,1,Online,1.2.4.8,Linux,user202,Routine transaction
2025-07-17 09:44:21,27946.98,Alice Johnson,378282246310005,Best Buy,5542,70007,INR,JCB,02/27,284,404,TXN860067,0,33,Online,1.1.1.1,Chrome OS,user789,International transaction
2025-04-28 14:40:10,41106.54,Peter Parker,378734493671000,Merchant B,5541,15005,AUD,MasterCard,09/34,929,202,TXN289398,1,43,POS,172.16.0.1,Linux,user5678,Subscription payment
2025-11-27 03:23:44,30854.31,John Doe,4111111111111111,Merchant C,5542,10001,CAD,Diners Club,12/25,994,200,TXN895986,0,42,ATM,192.168.1.1,Chrome OS,user123,Regular purchase
2025-09-24 08:44:38,14082.7,Bob Brown,6011111111111117,Merchant B,5549,60006,GBP,UnionPay,03/28,442,200,TXN551722,0,31,POS,172.16.0.1,Fire OS,user101,In-store purchase
2025-03-09 15:36:14,20556.43,Tony Stark,5555555555555555,Merchant E,5549,50005,CAD,Diners Club,08/33,988,200,TXN352718,0,48,EFT,1.2.4.8,iPad,user1234,ATM withdrawal
2025-06-02 06:09:47,5978.47,Carol Danvers,3566002020360506,Merchant D,5999,20002,EUR,MasterCard,12/37,715,404,TXN417478,1,1,Online,8.8.4.4,Chrome OS,user1314,Bill payment
2025-03-31 00:17:00,28756.47,Alice Johnson,378282246310005,Kroger,5542,30003,GBP,JCB,02/27,284,404,TXN669039,0,50,ATM,208.67.220.220,Android,user789,Subscription payment
2025-07-25 21:59:50,1831.35,Diana Prince,4012888888881881,Kroger,5967,100010,JPY,Diners Club,05/30,585,404,TXN317355,1,14,EFT,208.67.222.222,Android,admin,International transaction
2025-08-28 17:42:29,46743.54,Charlie Davis,371449635398431,Merchant B,5977,50005,USD,Discover,04/29,414,400,TXN134497,0,21,POS,1.1.1.1,Windows,user202,Suspicious activity
2025-10-29 04:05:53,41746.07,Wanda Maximoff,3566002020360507,Kroger,5812,14004,EUR,Diners Club,01/38,724,202,TXN166636,0,21,ATM,210.2.4.8,Windows,user1516,High-value transaction
2025-04-16 03:27:00,9532.91,Diana Prince,4012888888881881,Walmart,5411,80008,GBP,MasterCard,05/30,585,200,TXN900106,0,4,Online,208.67.222.222,Windows,admin,ATM withdrawal
2025-05-29 15:12:50,43263.28,John Doe,4111111111111111,Costco,5722,50005,GBP,JCB,12/25,994,400,TXN524508,1,31,ATM,172.16.0.1,iPad,user123,ATM withdrawal
2025-12-16 23:12:34,19778.8,John Doe,4111111111111111,Best Buy,5813,15005,NZD,UnionPay,12/25,994,404,TXN487133,0,38,Mobile,208.67.222.222,Chrome OS,user123,Subscription payment
2025-08-28 02:44:09,137.13,Bob Brown,6011111111111117,Merchant D,5814,40004,INR,Visa,03/28,442,200,TXN634275,1,14,ATM,208.67.222.222,Chrome OS,user101,Subscription payment
2025-06-13 01:00:10,36786.81,Bob Brown,6011111111111117,Merchant E,5599,100010,INR,UnionPay,03/28,442,200,TXN764649,1,25,ATM,172.16.0.1,iPhone,user101,Suspicious activity
2025-07-23 09:31:47,27875.92,Clark Kent,4222200027927082,Best Buy,5722,14004,JPY,Interac,06/31,927,400,TXN174366,0,12,POS,1.2.4.8,iPad,guest,Routine transaction
2025-07-02 00:06:45,13244.55,Wanda Maximoff,3566002020360507,Merchant D,5977,70007,EUR,UnionPay,01/38,724,202,TXN271318,0,30,Mobile,1.2.4.8,Windows,user1516,In-store purchase
2025-07-10 16:47:37,16595.74,Stephen Strange,3566002020360505,Merchant B,5812,100010,CAD,Discover,11/36,280,200,TXN989115,1,30,EFT,10.0.0.1,Fire OS,user1112,ATM withdrawal
2025-05-20 19:36:03,34282.88,Clark Kent,4222200027927082,Merchant C,5999,50005,USD,JCB,06/31,927,202,TXN888403,1,30,EFT,172.16.0.1,BlackBerry,guest,Subscription payment
2025-03-21 12:29:39,36063.13,Bruce Wayne,5500000000000004,Best Buy,5722,10001,CAD,UnionPay,07/32,760,400,TXN756957,1,0,Mobile,208.67.220.220,Linux,testuser,International transaction
2025-09-29 17:14:32,41649.86,Tony Stark,5555555555555555,Target,5704,12002,AUD,Visa Electron,08/33,988,200,TXN448359,1,23,Mobile,10.0.0.1,Windows Phone,user1234,In-store purchase
2025-05-15 09:34:50,14338.25,Diana Prince,4012888888881881,Walgreens,5704,70007,INR,JCB,05/30,585,200,TXN870357,1,4,Online,1.2.4.8,Android,admin,Routine transaction
2025-09-11 06:40:08,803.8,Clark Kent,4222200027927082,Merchant D,5542,80008,CHF,Amex,06/31,927,202,TXN859877,1,2,Online,10.0.0.1,Windows,guest,Bill payment
2025-01-27 21:03:23,5145.12,Stephen Strange,3566002020360505,Merchant A,5722,50005,CNY,Amex,11/36,280,404,TXN394793,1,6,POS,208.67.222.222,Android,user1112,Online shopping
2025-11-14 05:42:50,49181.08,Scott Lang,3566002020360508,Costco,7011,40004,CHF,Maestro,02/39,214,200,TXN518079,1,18,EFT,208.67.222.222,BlackBerry,user1718,Subscription payment
2025-10-22 16:59:56,39898.99,Diana Prince,4012888888881881,Best Buy,5977,20002,GBP,JCB,05/30,585,200,TXN410601,1,37,EFT,8.8.8.8,iPad,admin,High-value transaction
2025-03-30 13:40:24,7175.82,Wanda Maximoff,3566002020360507,Merchant E,5549,100010,GBP,Discover,01/38,724,400,TXN362879,0,37,Mobile,10.0.0.1,iPhone,user1516,ATM withdrawal
2025-05-19 13:21:59,44092.5,Bruce Wayne,5500000000000004,Walmart,7011,15005,INR,Discover,07/32,760,200,TXN322143,0,36,Online,172.16.0.1,Windows,testuser,Bill payment
2025-11-11 17:16:31,7404.79,Alice Johnson,378282246310005,Kroger,5999,13003,USD,Diners Club,02/27,284,202,TXN562432,0,8,POS,210.2.4.8,Linux,user789,Online shopping
2025-10-31 17:28:45,45643.89,Stephen Strange,3566002020360505,Merchant B,5542,40004,CAD,Discover,11/36,280,202,TXN817447,1,22,ATM,192.168.1.1,Windows Phone,user1112,International transaction
2025-12-08 04:55:02,39623.73,Carol Danvers,3566002020360506,Target,5977,50005,CHF,Visa Electron,12/37,715,202,TXN160021,0,18,Online,208.67.222.222,Android,user1314,In-store purchase
2025-04-15 21:28:11,42984.88,Alice Johnson,378282246310005,Amazon,5704,100010,USD,Discover,02/27,284,400,TXN419573,1,28,Online,208.67.220.220,Windows,user789,Online shopping
2025-03-31 12:04:45,32698.98,Diana Prince,4012888888881881,Kroger,7011,20002,CAD,UnionPay,05/30,585,404,TXN406688,0,48,EFT,210.2.4.8,Chrome OS,admin,Regular purchase
2025-10-09 01:16:31,29172.38,Tony Stark,5555555555555555,Costco,5977,12002,USD,Discover,08/33,988,202,TXN719094,1,11,ATM,8.8.4.4,Android,user1234,Suspicious activity
2025-04-07 14:04:14,3741.87,Scott Lang,3566002020360508,Walgreens,5812,14004,AUD,MasterCard,02/39,214,404,TXN717453,0,11,POS,172.16.0.1,Windows Phone,user1718,Subscription payment
2025-12-12 16:32:50,15853.13,Jane Smith,5555555555554444,Target,5967,50005,AUD,UnionPay,01/26,289,404,TXN451452,1,1,Mobile,1.2.4.8,Linux,user456,Suspicious activity
2025-10-13 22:28:56,29844.09,John Doe,4111111111111111,Amazon,5722,50005,GBP,Maestro,12/25,994,200,TXN632076,0,14,EFT,1.1.1.1,Windows,user123,ATM withdrawal
2025-09-29 17:51:13,2175.06,Bob Brown,6011111111111117,Lowes,5541,20002,CNY,Visa Electron,03/28,442,400,TXN290272,0,23,POS,172.16.0.1,Windows,user101,International transaction
2025-11-07 03:18:57,36889.78,Jane Smith,5555555555554444,Amazon,5542,12002,JPY,Interac,01/26,289,202,TXN173749,1,43,POS,8.8.4.4,Chrome OS,user456,Regular purchase
2025-09-24 11:34:41,36031.82,Peter Parker,378734493671000,Kroger,5541,30003,CHF,JCB,09/34,929,400,TXN913108,0,5,ATM,10.0.0.1,Linux,user5678,High-value transaction
2025-05-19 09:21:47,5285.71,Bruce Wayne,5500000000000004,Walmart,5722,30003,INR,Interac,07/32,760,404,TXN803851,0,8,ATM,172.16.0.1,Linux,testuser,Routine transaction
2025-06-17 18:56:33,28164.02,Alice Johnson,378282246310005,Merchant A,5549,15005,CAD,Diners Club,02/27,284,202,TXN252378,0,40,ATM,8.8.8.8,MacOS,user789,International transaction
2025-09-24 15:48:08,1209.71,Wanda Maximoff,3566002020360507,CVS,5967,30003,CAD,Discover,01/38,724,200,TXN641808,0,37,POS,8.8.4.4,Linux,user1516,Regular purchase
2025-04-26 13:33:46,10519.45,Peter Parker,378734493671000,Home Depot,5599,100010,CAD,Amex,09/34,929,404,TXN468196,1,17,Mobile,208.67.222.222,iPhone,user5678,High-value transaction
2025-04-13 19:18:03,46838.66,Charlie Davis,371449635398431,CVS,5814,12002,CNY,Interac,04/29,414,200,TXN467738,0,0,Online,208.67.220.220,Android,user202,Suspicious activity
2025-10-14 15:55:24,46436.86,Natasha Romanoff,6011000990139424,Walmart,5977,50005,INR,Maestro,10/35,921,202,TXN848883,0,35,POS,192.168.1.1,Windows,user9101,Routine transaction
2025-08-01 00:43:40,25816.48,Wanda Maximoff,3566002020360507,Merchant D,5704,20002,JPY,Visa Electron,01/38,724,404,TXN664525,0,46,EFT,208.67.222.222,Android,user1516,Bill payment
2025-10-13 02:52:36,1454.87,Wanda Maximoff,3566002020360507,Target,5812,70007,CHF,JCB,01/38,724,400,TXN522059,1,43,EFT,208.67.222.222,Windows,user1516,Bill payment
2025-08-30 05:33:33,47178.47,Wanda Maximoff,3566002020360507,Merchant C,7011,80008,JPY,MasterCard,01/38,724,202,TXN248456,0,40,ATM,172.16.0.1,MacOS,user1516,Subscription payment
2025-09-15 10:18:45,25962.08,Scott Lang,3566002020360508,Best Buy,5813,14004,USD,Interac,02/39,214,400,TXN862678,0,40,Mobile,1.2.4.8,iPhone,user1718,Suspicious activity
2025-05-06 05:53:28,8898.76,Alice Johnson,378282246310005,Merchant D,5542,100010,INR,Discover,02/27,284,400,TXN253611,1,2,POS,192.168.1.1,iPad,user789,International transaction
2025-11-23 04:05:41,6208.63,Jane Smith,5555555555554444,Merchant C,5542,15005,NZD,MasterCard,01/26,289,200,TXN654028,0,9,Mobile,10.0.0.1,iPad,user456,International transaction
2025-01-23 01:47:57,6168.94,Diana Prince,4012888888881881,Amazon,5812,12002,JPY,Maestro,05/30,585,404,TXN553416,0,8,EFT,1.1.1.1,Fire OS,admin,International transaction
2025-10-25 21:46:05,23878.97,Alice Johnson,378282246310005,Merchant B,5599,11001,INR,UnionPay,02/27,284,200,TXN309359,1,4,Mobile,10.0.0.1,iPad,user789,Subscription payment
2025-05-20 08:09:55,6792.61,Tony Stark,5555555555555555,Kroger,5814,30003,AUD,Diners Club,08/33,988,400,TXN493257,1,36,POS,10.0.0.1,Windows,user1234,International transaction
2025-08-11 12:25:18,47103.93,Alice Johnson,378282246310005,Target,5542,40004,NZD,UnionPay,02/27,284,200,TXN634010,1,21,Online,208.67.222.222,Windows,user789,ATM withdrawal
2025-04-23 01:08:04,12583.2,Peter Parker,378734493671000,Merchant B,5541,100010,NZD,Diners Club,09/34,929,404,TXN816845,0,46,POS,8.8.4.4,iPad,user5678,ATM withdrawal
2025-02-13 15:34:51,34403.72,Jane Smith,5555555555554444,CVS,5814,40004,CAD,JCB,01/26,289,404,TXN954428,0,2,Online,208.67.220.220,MacOS,user456,Subscription payment
2025-12-28 05:37:52,14925.34,Bob Brown,6011111111111117,Merchant B,5411,70007,AUD,JCB,03/28,442,400,TXN951274,1,4,Online,10.0.0.1,Fire OS,user101,Suspicious activity
2025-08-19 03:14:40,30224.86,Diana Prince,4012888888881881,Merchant D,5967,20002,USD,Discover,05/30,585,404,TXN604079,1,11,Online,1.1.1.1,iPad,admin,Bill payment
2025-02-11 01:51:37,35234.7,Diana Prince,4012888888881881,Walmart,5999,80008,CNY,Diners Club,05/30,585,202,TXN320969,0,16,POS,1.1.1.1,Chrome OS,admin,Bill payment
2025-05-24 23:34:16,12959.41,Peter Parker,378734493671000,Merchant C,5722,10001,CNY,Interac,09/34,929,202,TXN760464,0,22,Online,8.8.4.4,Chrome OS,user5678,Online shopping
2025-10-11 10:43:40,30791.73,Wanda Maximoff,3566002020360507,Merchant E,5704,12002,USD,JCB,01/38,724,404,TXN449644,0,1,Online,208.67.220.220,MacOS,user1516,International transaction
2025-08-03 17:36:00,16048.79,Carol Danvers,3566002020360506,Merchant D,5814,13003,NZD,JCB,12/37,715,404,TXN369288,0,6,POS,210.2.4.8,Chrome OS,user1314,Suspicious activity
2025-10-28 04:35:52,38334.5,Scott Lang,3566002020360508,Merchant E,5967,10001,GBP,UnionPay,02/39,214,400,TXN301804,1,26,Online,10.0.0.1,BlackBerry,user1718,Routine transaction
2025-05-24 18:22:35,45443.8,Bruce Wayne,5500000000000004,Merchant D,5599,100010,AUD,Interac,07/32,760,400,TXN862538,0,25,ATM,210.2.4.8,iPhone,testuser,Routine transaction
2025-02-02 03:31:36,12993.81,Charlie Davis,371449635398431,Merchant B,5814,13003,GBP,JCB,04/29,414,200,TXN164601,0,36,EFT,1.1.1.1,Chrome OS,user202,Online shopping
2025-07-19 13:43:19,7719.47,Tony Stark,5555555555555555,Merchant C,5549,20002,AUD,Discover,08/33,988,404,TXN153255,1,20,EFT,10.0.0.1,Windows Phone,user1234,ATM withdrawal
2025-04-04 14:34:10,16424.29,John Doe,4111111111111111,CVS,5599,80008,USD,Visa Electron,12/25,994,400,TXN389726,0,19,Mobile,1.2.4.8,MacOS,user123,Regular purchase
2025-08-27 12:20:56,25715.92,Bob Brown,6011111111111117,Merchant B,7011,11001,EUR,UnionPay,03/28,442,404,TXN411349,1,23,ATM,1.1.1.1,iPhone,user101,ATM withdrawal
2025-07-21 20:35:20,2462.93,John Doe,4111111111111111,Merchant C,4111,13003,CAD,UnionPay,12/25,994,202,TXN192613,0,32,POS,8.8.8.8,Android,user123,High-value transaction
2025-05-31 01:30:44,28600.87,Scott Lang,3566002020360508,Walmart,5599,90009,CNY,Visa,02/39,214,404,TXN721178,0,23,POS,172.16.0.1,MacOS,user1718,Online shopping
2025-11-09 16:28:01,15763.41,Tony Stark,5555555555555555,Kroger,5549,90009,CNY,Visa Electron,08/33,988,200,TXN509639,0,29,POS,208.67.220.220,Windows Phone,user1234,International transaction
2025-09-15 07:59:53,9522.11,Stephen Strange,3566002020360505,CVS,5813,80008,USD,Discover,11/36,280,400,TXN779187,0,27,POS,1.2.4.8,Fire OS,user1112,International transaction
2025-08-19 03:40:40,9404.81,Clark Kent,4222200027927082,Costco,5814,13003,AUD,Visa,06/31,927,400,TXN497060,1,41,Online,172.16.0.1,Android,guest,Suspicious activity
2025-05-29 17:27:18,24362.46,Stephen Strange,3566002020360505,Best Buy,5549,70007,CNY,Diners Club,11/36,280,404,TXN532527,0,30,POS,8.8.8.8,Android,user1112,Routine transaction
2025-11-19 07:13:24,46010.03,Natasha Romanoff,6011000990139424,Costco,5411,60006,CAD,Visa,10/35,921,202,TXN544943,0,50,POS,208.67.220.220,Android,user9101,High-value transaction
2025-03-30 04:11:07,39370.41,Diana Prince,4012888888881881,Merchant A,5967,70007,INR,Interac,05/30,585,400,TXN482084,1,26,Mobile,210.2.4.8,MacOS,admin,In-store purchase
2025-05-08 10:49:26,31970.6,Natasha Romanoff,6011000990139424,Merchant E,5704,30003,USD,Discover,10/35,921,200,TXN119246,0,20,POS,8.8.8.8,Fire OS,user9101,Suspicious activity
2025-06-09 21:03:44,14051.97,Stephen Strange,3566002020360505,Lowes,5541,10001,NZD,Interac,11/36,280,202,TXN159543,0,49,EFT,10.0.0.1,Chrome OS,user1112,Suspicious activity
2025-03-31 09:54:21,48248.36,Bob Brown,6011111111111117,Merchant B,5704,100010,CHF,Discover,03/28,442,200,TXN796293,1,37,POS,10.0.0.1,iPhone,user101,Bill payment
2025-03-27 10:31:27,11158.62,Diana Prince,4012888888881881,Walmart,5812,14004,EUR,UnionPay,05/30,585,400,TXN232216,0,26,POS,1.1.1.1,Fire OS,admin,International transaction
2025-11-22 09:55:04,28379.09,Alice Johnson,378282246310005,Kroger,5722,14004,CHF,Discover,02/27,284,404,TXN787094,0,2,ATM,10.0.0.1,iPad,user789,Suspicious activity
2025-03-02 08:49:34,16011.62,Alice Johnson,378282246310005,Merchant E,5411,11001,CNY,JCB,02/27,284,200,TXN199514,0,21,ATM,210.2.4.8,iPad,user789,International transaction
2025-01-05 01:16:25,22463.85,Wanda Maximoff,3566002020360507,Merchant C,5541,10001,JPY,JCB,01/38,724,404,TXN816617,0,5,EFT,192.168.1.1,Chrome OS,user1516,Online shopping
2025-10-15 18:55:12,4173.3,Bruce Wayne,5500000000000004,Merchant B,5977,13003,JPY,MasterCard,07/32,760,202,TXN379751,0,10,POS,8.8.4.4,MacOS,testuser,International transaction
2025-12-08 11:41:28,41304.72,Stephen Strange,3566002020360505,Merchant C,5541,12002,INR,UnionPay,11/36,280,200,TXN282639,0,25,Mobile,208.67.222.222,MacOS,user1112,Subscription payment
2025-05-06 14:42:40,29676.08,Bob Brown,6011111111111117,CVS,5977,60006,NZD,Visa Electron,03/28,442,400,TXN884612,0,27,Online,172.16.0.1,Linux,user101,High-value transaction
2025-06-15 11:45:24,746.88,Bob Brown,6011111111111117,Best Buy,5542,100010,AUD,JCB,03/28,442,202,TXN326590,1,36,EFT,10.0.0.1,Chrome OS,user101,International transaction
2025-09-05 22:42:34,29859.69,Jane Smith,5555555555554444,Merchant E,4111,11001,JPY,Diners Club,01/26,289,202,TXN206187,0,18,POS,8.8.4.4,Windows,user456,ATM withdrawal
2025-01-31 11:27:28,3321.5,Stephen Strange,3566002020360505,Kroger,5813,80008,JPY,Amex,11/36,280,202,TXN698482,0,24,EFT,210.2.4.8,Chrome OS,user1112,Subscription payment
2025-06-08 10:41:25,14250.76,Carol Danvers,3566002020360506,Merchant B,5704,15005,CNY,Visa,12/37,715,202,TXN431476,1,42,ATM,210.2.4.8,Chrome OS,user1314,Online shopping
2025-02-15 16:14:36,17523.32,Diana Prince,4012888888881881,Best Buy,5999,15005,CHF,Visa,05/30,585,404,TXN809900,0,31,Mobile,172.16.0.1,MacOS,admin,Suspicious activity
2025-05-02 10:15:24,42673.71,Carol Danvers,3566002020360506,Best Buy,5977,10001,AUD,Discover,12/37,715,200,TXN190731,0,15,EFT,210.2.4.8,Windows Phone,user1314,International transaction
2025-10-12 05:37:47,46552.81,Scott Lang,3566002020360508,Walgreens,5704,40004,CHF,UnionPay,02/39,214,202,TXN362291,0,6,Mobile,208.67.220.220,Chrome OS,user1718,Online shopping
2025-12-12 03:21:41,17223.76,Tony Stark,5555555555555555,Amazon,5411,14004,INR,UnionPay,08/33,988,200,TXN742385,0,42,POS,208.67.220.220,Fire OS,user1234,Bill payment
2025-09-11 09:52:30,13076.05,John Doe,4111111111111111,Target,5977,70007,EUR,Discover,12/25,994,404,TXN987018,0,42,Mobile,192.168.1.1,Windows Phone,user123,Bill payment
2025-05-21 22:21:26,43131.72,Wanda Maximoff,3566002020360507,Walmart,5704,10001,CAD,Amex,01/38,724,202,TXN834233,1,13,POS,1.2.4.8,Linux,user1516,Online shopping
2025-08-03 16:23:10,1249.95,Scott Lang,3566002020360508,Best Buy,4111,12002,NZD,JCB,02/39,214,400,TXN227610,0,40,Mobile,210.2.4.8,MacOS,user1718,High-value transaction
2025-11-28 10:25:35,42349.67,Carol Danvers,3566002020360506,Merchant C,5704,100010,EUR,JCB,12/37,715,400,TXN546767,1,43,POS,208.67.220.220,Linux,user1314,Online shopping
2025-12-12 17:52:37,3212.48,Natasha Romanoff,6011000990139424,Merchant D,5599,70007,AUD,Diners Club,10/35,921,404,TXN104597,0,43,ATM,10.0.0.1,Fire OS,user9101,International transaction
2025-05-21 16:10:32,1875.09,Bob Brown,6011111111111117,Home Depot,5542,40004,CAD,Discover,03/28,442,404,TXN165307,0,20,ATM,10.0.0.1,iPhone,user101,Suspicious activity
2025-10-18 03:31:53,34620.46,Alice Johnson,378282246310005,Target,5812,30003,GBP,Diners Club,02/27,284,200,TXN379291,1,17,EFT,8.8.4.4,Windows,user789,Online shopping
2025-03-30 10:34:17,49394.67,Bruce Wayne,5500000000000004,Costco,5722,50005,EUR,Discover,07/32,760,200,TXN580366,1,37,Online,210.2.4.8,BlackBerry,testuser,Suspicious activity
2025-09-25 09:52:22,581.37,Charlie Davis,371449635398431,Merchant E,7011,30003,CNY,Visa Electron,04/29,414,202,TXN982257,0,22,EFT,208.67.222.222,Windows Phone,user202,Online shopping
2025-12-21 10:42:48,1302.21,Stephen Strange,3566002020360505,Target,5813,10001,AUD,JCB,11/36,280,200,TXN259051,0,38,EFT,8.8.4.4,iPad,user1112,Subscription payment
2025-07-25 14:21:27,5009.8,Tony Stark,5555555555555555,Home Depot,5977,60006,CAD,JCB,08/33,988,404,TXN583276,1,47,Online,208.67.220.220,Windows Phone,user1234,Suspicious activity
2025-06-11 09:12:07,16287.76,Stephen Strange,3566002020360505,Walgreens,5411,11001,AUD,Maestro,11/36,280,202,TXN737063,1,34,POS,10.0.0.1,Windows Phone,user1112,Routine transaction
2025-04-28 15:52:11,13701.75,Alice Johnson,378282246310005,Walgreens,5813,90009,USD,Amex,02/27,284,200,TXN474446,0,33,EFT,8.8.4.4,iPhone,user789,ATM withdrawal
2025-07-03 14:30:30,7542.04,Bob Brown,6011111111111117,Merchant D,5411,12002,USD,JCB,03/28,442,200,TXN951108,0,8,Mobile,8.8.4.4,iPhone,user101,Regular purchase
2025-07-18 22:42:23,41299.57,Scott Lang,3566002020360508,Walmart,5813,11001,USD,Interac,02/39,214,404,TXN433702,1,34,Mobile,1.1.1.1,iPad,user1718,High-value transaction
